act_id,Act_Name,Date_Birth,BPlace,Img,WikiLink
99, Ryu Seung Ryong,1980,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/180321_%EC%98%81%ED%99%94_%277%EB%85%84%EC%9D%98_%EB%B0%A4%27_%EA%B8%B0%EC%9E%90%EA%B0%84%EB%8B%B4%ED%9A%8C_%EB%A5%98%EC%8A%B9%EB%A3%A1.jpg/220px-180321_%EC%98%81%ED%99%94_%277%EB%85%84%EC%9D%98_%EB%B0%A4%27_%EA%B8%B0%EC%9E%90%EA%B0%84%EB%8B%B4%ED%9A%8C_%EB%A5%98%EC%8A%B9%EB%A3%A1.jpg,https://en.wikipedia.org/wiki/Ryu_Seung-ryong
100, Kim  Sang Ho,1979,None,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Kim_Sang-ho
101, Jun Suk Ho,1973,"Busan, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Korea_people_stub_icon.svg/35px-Korea_people_stub_icon.svg.png,https://en.wikipedia.org/wiki/Jun_Suk-ho
102,Lee Byung Hun,1989,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/10/201111_%EC%9D%B4%EB%B3%91%ED%97%8C.jpg/220px-201111_%EC%9D%B4%EB%B3%91%ED%97%8C.jpg,https://en.wikipedia.org/wiki/Lee_Byung-hun
103, Kim Tae Ri,None,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/16/161125_%EC%A0%9C37%ED%9A%8C_%EC%B2%AD%EB%A3%A1%EC%98%81%ED%99%94%EC%83%81_%EC%8B%A0%EC%9D%B8%EC%97%AC%EC%9A%B0%EC%83%81_%EC%88%98%EC%83%81_%EA%B9%80%ED%83%9C%EB%A6%AC_%EC%A7%81%EC%B0%8D_%281%29.jpg/220px-161125_%EC%A0%9C37%ED%9A%8C_%EC%B2%AD%EB%A3%A1%EC%98%81%ED%99%94%EC%83%81_%EC%8B%A0%EC%9D%B8%EC%97%AC%EC%9A%B0%EC%83%81_%EC%88%98%EC%83%81_%EA%B9%80%ED%83%9C%EB%A6%AC_%EC%A7%81%EC%B0%8D_%281%29.jpg,https://en.wikipedia.org/wiki/Kim_Tae-ri
104, Kim Min Jung,1979,"Seongnam, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Kim_Min-jung
105, Yoo Yeon Seok,1991,"Yongin, Gyeonggi Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Yoo_Yeon-seok_-_Bean_Pole_catalogue_2015_Spring-Summer_02_%28cropped%29.jpg/250px-Yoo_Yeon-seok_-_Bean_Pole_catalogue_2015_Spring-Summer_02_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Yoo_Yeon-seok
106, Byun Yo Han,1981,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/190228_%EB%B3%80%EC%9A%94%ED%95%9C.jpg/250px-190228_%EB%B3%80%EC%9A%94%ED%95%9C.jpg,https://en.wikipedia.org/wiki/Byun_Yo-han
107, Kim Gab Soo,1982,South Korea,None,None
108,Ji Chang Wook,1995,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/190920_%EC%A7%80%EC%B0%BD%EC%9A%B1_%281%29.jpg/220px-190920_%EC%A7%80%EC%B0%BD%EC%9A%B1_%281%29.jpg,https://en.wikipedia.org/wiki/Ji_Chang-wook
109, Park Min Young,1995,"
Korea under Japanese rule",//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Park_Minyoung_2022_4.png/220px-Park_Minyoung_2022_4.png,https://en.wikipedia.org/wiki/Park_Min-young
110, Yoo Ji Tae,1982,"Jochiwon, South Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/190502_%EC%9C%A0%EC%A7%80%ED%83%9C.jpg/220px-190502_%EC%9C%A0%EC%A7%80%ED%83%9C.jpg,https://en.wikipedia.org/wiki/Yoo_Ji-tae
111, Kim  Mi Kyung,1984,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Kim_Mi-kyung_%EA%B9%80%EB%AF%B8%EA%B2%BD_2020.png/230px-Kim_Mi-kyung_%EA%B9%80%EB%AF%B8%EA%B2%BD_2020.png,https://en.wikipedia.org/wiki/Kim_Mi-kyung
112, Park Sang Won,1986,"Pohang, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Park_Sang-Won.jpg/220px-Park_Sang-Won.jpg,https://en.wikipedia.org/wiki/Park_Sang-won
113, Do Ji Won,1980,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/190521_%EB%8F%84%EC%A7%80%EC%9B%90.jpg/220px-190521_%EB%8F%84%EC%A7%80%EC%9B%90.jpg,https://en.wikipedia.org/wiki/Do_Ji-won
114,Jo Seung Woo,1973,None,//upload.wikimedia.org/wikipedia/commons/thumb/4/40/150215_%EC%A7%80%ED%82%AC%EC%95%A4%ED%95%98%EC%9D%B4%EB%93%9C_1000%ED%9A%8C_%EB%AC%B4%EB%8C%80%EC%9D%B8%EC%82%AC_%EC%A1%B0%EC%8A%B9%EC%9A%B0.jpg/210px-150215_%EC%A7%80%ED%82%AC%EC%95%A4%ED%95%98%EC%9D%B4%EB%93%9C_1000%ED%9A%8C_%EB%AC%B4%EB%8C%80%EC%9D%B8%EC%82%AC_%EC%A1%B0%EC%8A%B9%EC%9A%B0.jpg,https://en.wikipedia.org/wiki/Jo_Seung-woo
115, Bae Doo Na,1981,"Gimje, North Jeolla, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Bae_Doona-190121%28cut%29.jpg/220px-Bae_Doona-190121%28cut%29.jpg,https://en.wikipedia.org/wiki/Bae_Doo-na
116, Lee Joon Hyuk,1996,"Yeosu, Jeollanam-do, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Lee_Joon-hyuk
117, Yoo Jae Myung,None,"Paju, Gyeonggi Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/6e/20210922%E2%80%94Yoo_Jae-myung_%EC%9C%A0%EC%9E%AC%EB%AA%85%2C_interview%2C_Marie_Claire_Korea_screenshot_%2802m44s%29.jpg/220px-20210922%E2%80%94Yoo_Jae-myung_%EC%9C%A0%EC%9E%AC%EB%AA%85%2C_interview%2C_Marie_Claire_Korea_screenshot_%2802m44s%29.jpg,https://en.wikipedia.org/wiki/Yoo_Jae-myung
118, Shin Hye Sun,1996,"Yangsan, Gyeongsangnam-do, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/01/190521_%EC%8B%A0%ED%98%9C%EC%84%A0.jpg/220px-190521_%EC%8B%A0%ED%98%9C%EC%84%A0.jpg,https://en.wikipedia.org/wiki/Shin_Hye-sun
119, Choi Jae Woong,1976,"Seoul, South Korea",None,None
120,Gong Yoo,1959,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/14/180503_%EA%B3%B5%EC%9C%A0_%28cropped%29.jpg/220px-180503_%EA%B3%B5%EC%9C%A0_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Gong_Yoo
121, Kim Go Eun,1990,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,https://en.wikipedia.org/wiki/Kim_Go-eun
122, Lee Dong Wook,1988,"Taepyeong-dong, Jung-gu, Daejeon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Translation_to_english_arrow.svg/50px-Translation_to_english_arrow.svg.png,https://en.wikipedia.org/wiki/Lee_Dong-wook
123, Yoo In Na,1982,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Yoo_In-Na_in_2019_%281%29.png/220px-Yoo_In-Na_in_2019_%281%29.png,https://en.wikipedia.org/wiki/Yoo_In-na
124, Yook Sung Jae,1980,None,//upload.wikimedia.org/wikipedia/commons/thumb/7/71/Yook_Sung-jae_at_Cable_TV_Awards_in_March_2017_%288%29.jpg/220px-Yook_Sung-jae_at_Cable_TV_Awards_in_March_2017_%288%29.jpg,https://en.wikipedia.org/wiki/Yook_Sung-jae
125, Lee El,1983,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Lee_El_%EC%9D%B4%EC%97%98_in_May_2022.png/220px-Lee_El_%EC%9D%B4%EC%97%98_in_May_2022.png,https://en.wikipedia.org/wiki/Lee_El
126,Shin Min Ah,1996,"Seocheon County, South Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/67/Shin_Min-a-2.jpg/220px-Shin_Min-a-2.jpg,https://en.wikipedia.org/wiki/Shin_Min-ah
127, Kim Seon Ho,None,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Seonho_touching_the_void.jpg/220px-Seonho_touching_the_void.jpg,https://en.wikipedia.org/wiki/Kim_Seon-ho
128, Lee Sang Yi,1982,None,//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Flag_of_South_Korea_%281949%E2%80%931984%29.svg/50px-Flag_of_South_Korea_%281949%E2%80%931984%29.svg.png,https://en.wikipedia.org/wiki/Lee_Sang-yi
129, In Gyo Jin,1970,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/181023_%EC%9D%B8%EA%B5%90%EC%A7%84.jpg/220px-181023_%EC%9D%B8%EA%B5%90%EC%A7%84.jpg,https://en.wikipedia.org/wiki/In_Gyo-jin
130, Jo Han Chul,1979,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Jo_Han-chul_2021.jpg/220px-Jo_Han-chul_2021.jpg,https://en.wikipedia.org/wiki/Jo_Han-chul
131, Lee Bong Ryun,None,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,https://en.wikipedia.org/wiki/Lee_Bong-ryun
132,Cho Byeong Kyu,1978,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Jo_Byung-gyu_in_2021.png/220px-Jo_Byung-gyu_in_2021.png,https://en.wikipedia.org/wiki/Cho_Byeong-kyu
133, Yoo  Joon Sang,1980,"Goyang, Gyeonggi, South Korea",None,None
134, Kim Se Jeong,1976,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/65/20220226_Ahn_Hyo-seop_%EC%95%88%ED%9A%A8%EC%84%AD_Kim_Se-jeong_%EA%B9%80%EC%84%B8%EC%A0%95_for_Marie_Claire_Korea_%281%29_%28cropped%29.jpg/220px-20220226_Ahn_Hyo-seop_%EC%95%88%ED%9A%A8%EC%84%AD_Kim_Se-jeong_%EA%B9%80%EC%84%B8%EC%A0%95_for_Marie_Claire_Korea_%281%29_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Kim_Se-jeong
135, Yeom Hye Ran,1981,"Seoul, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/3/35/Yeom_Hye-ran_%EC%97%BC%ED%98%9C%EB%9E%80_2019.png/220px-Yeom_Hye-ran_%EC%97%BC%ED%98%9C%EB%9E%80_2019.png,https://en.wikipedia.org/wiki/Yeom_Hye-ran
136, Ahn Suk Hwan,1973,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,https://en.wikipedia.org/wiki/Ahn_Suk-hwan
137, Lee Hong Nae,1990,None,//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Lee_Hong-nae_at_Cultwo_Show_on_March_23%2C_2022.png/220px-Lee_Hong-nae_at_Cultwo_Show_on_March_23%2C_2022.png,https://en.wikipedia.org/wiki/Lee_Hong-nae
138,Jung Hae In,1994,"
South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Jung_Hae-in_%EC%A0%95%ED%95%B4%EC%9D%B8_in_October_2022.jpg/220px-Jung_Hae-in_%EC%A0%95%ED%95%B4%EC%9D%B8_in_October_2022.jpg,https://en.wikipedia.org/wiki/Jung_Hae-in
139, Koo Kyo Hwan,1984,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Koo_Kyo-hwan_211012.jpg/220px-Koo_Kyo-hwan_211012.jpg,https://en.wikipedia.org/wiki/Koo_Kyo-hwan
140, Kim Sung Kyun,1988,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/%EC%A0%9C19%ED%9A%8C_%EB%B6%80%EC%B2%9C%EA%B5%AD%EC%A0%9C%ED%8C%90%ED%83%80%EC%8A%A4%ED%8B%B1%EC%98%81%ED%99%94%EC%A0%9C_%ED%8F%90%EB%A7%89%EC%8B%9D_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_19.jpg/220px-%EC%A0%9C19%ED%9A%8C_%EB%B6%80%EC%B2%9C%EA%B5%AD%EC%A0%9C%ED%8C%90%ED%83%80%EC%8A%A4%ED%8B%B1%EC%98%81%ED%99%94%EC%A0%9C_%ED%8F%90%EB%A7%89%EC%8B%9D_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_19.jpg,https://en.wikipedia.org/wiki/Kim_Sung-kyun
141, Son Seok Koo,None,"Busan, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/e/e0/Merge-split-transwiki_default.svg/36px-Merge-split-transwiki_default.svg.png,https://en.wikipedia.org/wiki/Son_Seok-koo
142, Hong Kyung,1991,"Namyangju, Gyeonggi Province, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/7/74/Hong_Kyung_in_2020.jpg/220px-Hong_Kyung_in_2020.jpg,https://en.wikipedia.org/wiki/Hong_Kyung
143, Jo Hyun Chul,1977,"Seoul, South Korea",None,None
144,Joo Ji Hoon,1971,"Chungju, North Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/30/181005_%EC%A3%BC%EC%A7%80%ED%9B%88.png/220px-181005_%EC%A3%BC%EC%A7%80%ED%9B%88.png,https://en.wikipedia.org/wiki/Joo_Ji-hoon
145, Ryu Seung Ryong,1993,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/180321_%EC%98%81%ED%99%94_%277%EB%85%84%EC%9D%98_%EB%B0%A4%27_%EA%B8%B0%EC%9E%90%EA%B0%84%EB%8B%B4%ED%9A%8C_%EB%A5%98%EC%8A%B9%EB%A3%A1.jpg/220px-180321_%EC%98%81%ED%99%94_%277%EB%85%84%EC%9D%98_%EB%B0%A4%27_%EA%B8%B0%EC%9E%90%EA%B0%84%EB%8B%B4%ED%9A%8C_%EB%A5%98%EC%8A%B9%EB%A3%A1.jpg,https://en.wikipedia.org/wiki/Ryu_Seung-ryong
146, Bae Doo Na,2005,"Cheonan, South Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Bae_Doona-190121%28cut%29.jpg/220px-Bae_Doona-190121%28cut%29.jpg,https://en.wikipedia.org/wiki/Bae_Doo-na
147, Kim Sung Gyu,1988,"Busan, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Kim_Sung-gyu
148, Kim Chan Yi,1973,South Korea,None,None
149, Kim  Sang Ho,1979,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Kim_Sang-ho
150,Lee Ji Ah,1993,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/210630_%EC%9D%B4%EC%A7%80%EC%95%84.jpg/250px-210630_%EC%9D%B4%EC%A7%80%EC%95%84.jpg,https://en.wikipedia.org/wiki/Lee_Ji-ah
151, Kim So Yeon,1984,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,https://en.wikipedia.org/wiki/Kim_So-yeon
152, Eugene,1980,"Daejeon, South Chungcheong, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/40px-Wiktionary-logo-en-v2.svg.png,https://en.wikipedia.org/wiki/Eugene
153, Uhm Ki Joon,1978,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/c/c0/180920_SBS_%27%ED%9D%89%EB%B6%80%EC%99%B8%EA%B3%BC%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%97%84%EA%B8%B0%EC%A4%80.jpg,https://en.wikipedia.org/wiki/Uhm_Ki-joon
154, Bong Tae Kyu,1976,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Bong_Tae-gyu_in_2020.jpg/220px-Bong_Tae-gyu_in_2020.jpg,https://en.wikipedia.org/wiki/Bong_Tae-kyu
155, Shin Eun Kyung,1984,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,https://en.wikipedia.org/wiki/Shin_Eun-kyung
156,Lee Sung Kyung,1973,None,//upload.wikimedia.org/wikipedia/commons/thumb/3/3c/%EC%9D%B4%EC%84%B1%EA%B2%BD_Lee_Sung-kyung_in_2022.jpg/250px-%EC%9D%B4%EC%84%B1%EA%B2%BD_Lee_Sung-kyung_in_2022.jpg,https://en.wikipedia.org/wiki/Lee_Sung-kyung
157, Nam Joo Hyuk,1974,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/2017_%EB%82%A8%EC%A3%BC%ED%98%81_05.png/300px-2017_%EB%82%A8%EC%A3%BC%ED%98%81_05.png,https://en.wikipedia.org/wiki/Nam_Joo-hyuk
158, Lee Jae Yoon,1997,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,https://en.wikipedia.org/wiki/Lee_Jae-yoon
159, Kyung Soo Jin,None,"Jongno-gu, Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/160726_%27%EB%A1%9C%EB%A7%A8%ED%8B%B1_%EB%B3%B4%EC%8A%A4%27_%EC%A0%9C%EC%9E%91_%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B2%BD%EC%88%98%EC%A7%84_%281%29.jpg/220px-160726_%27%EB%A1%9C%EB%A7%A8%ED%8B%B1_%EB%B3%B4%EC%8A%A4%27_%EC%A0%9C%EC%9E%91_%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B2%BD%EC%88%98%EC%A7%84_%281%29.jpg,https://en.wikipedia.org/wiki/Kyung_Soo-jin
160, Cho Hye Jung,1981,"Seoul, South Korea",None,None
161, Lee Joo Young,1996,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/23px-Flag_of_South_Korea.svg.png,https://en.wikipedia.org/wiki/Lee_Joo-young
162,Ji Sung,1984,"Changwon, South Gyeongsang Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/7d/180212_%EC%A7%80%EC%84%B1.png/220px-180212_%EC%A7%80%EC%84%B1.png,https://en.wikipedia.org/wiki/Ji_Sung
163, Kim Min Jung,1990,"Daejeon, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Kim_Min-jung
164, Park Jin Young,1965,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/75/Park_Jin-young_%28Founder_of_JYP_Entertainment%29_in_February_2011_from_acrofan.jpg/220px-Park_Jin-young_%28Founder_of_JYP_Entertainment%29_in_February_2011_from_acrofan.jpg,https://en.wikipedia.org/wiki/Park_Jin-young
165, Park Gyu Young,1992,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/4/41/Park_Kyu-young_2019%282%29.png/220px-Park_Kyu-young_2019%282%29.png,https://en.wikipedia.org/wiki/Park_Gyu-young
166, Jeon Chae Eun,1982,"Yangcheon, Seoul, South Korea",//en.wikipedia.org/wiki/Special:CentralAutoLogin/start?type=1x1,https://en.wikipedia.org/wiki/Jeon_Chae-eun
167, Kim Jae Kyung,1971,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/af/%EA%B9%80%EC%9E%AC%EA%B2%BD_Kim_Jae-kyung.png/250px-%EA%B9%80%EC%9E%AC%EA%B2%BD_Kim_Jae-kyung.png,https://en.wikipedia.org/wiki/Kim_Jae-kyung
168,Jung Kyung Ho,1986,"Jeonju, North Jeolla Province, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Jung_Kyung-ho
169, Park Sung Woong,1972,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/160206_Park_Sung-woong_6_cropped.jpg/220px-160206_Park_Sung-woong_6_cropped.jpg,https://en.wikipedia.org/wiki/Park_Sung-woong
170, Go Ah Sung,1990,"Chuncheon, Gangwon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/15/190501_%EA%B3%A0%EC%95%84%EC%84%B1.jpg/220px-190501_%EA%B3%A0%EC%95%84%EC%84%B1.jpg,https://en.wikipedia.org/wiki/Go_Ah-sung
171, Oh Dae Hwan,1986,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/OCN_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EB%9D%BC%EC%9D%B4%ED%94%84_%EC%98%A8_%EB%A7%88%EC%8A%A4%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%98%A4%EB%8C%80%ED%99%98.jpg/220px-OCN_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EB%9D%BC%EC%9D%B4%ED%94%84_%EC%98%A8_%EB%A7%88%EC%8A%A4%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%98%A4%EB%8C%80%ED%99%98.jpg,https://en.wikipedia.org/wiki/Oh_Dae-hwan
172, Noh Jong Hyun,1987,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/20/180806_Noh_Jong-hyun.jpg/220px-180806_Noh_Jong-hyun.jpg,https://en.wikipedia.org/wiki/Noh_Jong-hyun
173, Jun Suk Ho,1960,"Buyeo County, South Chungcheong, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Korea_people_stub_icon.svg/35px-Korea_people_stub_icon.svg.png,https://en.wikipedia.org/wiki/Jun_Suk-ho
174,Kim So Yeon,1983,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,https://en.wikipedia.org/wiki/Kim_So-yeon
175, Eugene,1983,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/40px-Wiktionary-logo-en-v2.svg.png,https://en.wikipedia.org/wiki/Eugene
176, Lee Ji Ah,1986,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/210630_%EC%9D%B4%EC%A7%80%EC%95%84.jpg/250px-210630_%EC%9D%B4%EC%A7%80%EC%95%84.jpg,https://en.wikipedia.org/wiki/Lee_Ji-ah
177, Uhm Ki Joon,1966,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/c/c0/180920_SBS_%27%ED%9D%89%EB%B6%80%EC%99%B8%EA%B3%BC%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%97%84%EA%B8%B0%EC%A4%80.jpg,https://en.wikipedia.org/wiki/Uhm_Ki-joon
178, Yoon Jong Hoon,1972,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Yoon_Jong-hoon_in_2021.png/220px-Yoon_Jong-hoon_in_2021.png,https://en.wikipedia.org/wiki/Yoon_Jong-hoon
179, Shin Eun Kyung,1964,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,https://en.wikipedia.org/wiki/Shin_Eun-kyung
180,Shin Ha Kyun,1972,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Shin_Ha-kyun_in_Mar_2021.jpg/220px-Shin_Ha-kyun_in_Mar_2021.jpg,https://en.wikipedia.org/wiki/Shin_Ha-kyun
181, Yeo Jin Goo,1974,"Cheongju, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Yeojingoo202103.png/220px-Yeojingoo202103.png,https://en.wikipedia.org/wiki/Yeo_Jin-goo
182, Choi Dae Hoon,2003,"Seoul, South Korea[1]",None,None
183, Kim Shin Rok,2002,"Daejeon, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/0/06/20220123_Kim_Shin-rok_%28%EA%B9%80%EC%8B%A0%EB%A1%9D%29_Marie_Claire_Korea.jpg/220px-20220123_Kim_Shin-rok_%28%EA%B9%80%EC%8B%A0%EB%A1%9D%29_Marie_Claire_Korea.jpg,https://en.wikipedia.org/wiki/Kim_Shin-rok
184, Choi Sung Eun,2002,"
Korea under Japanese rule",//upload.wikimedia.org/wikipedia/commons/thumb/7/75/201126_%EC%B5%9C%EC%84%B1%EC%9D%80.jpg/220px-201126_%EC%B5%9C%EC%84%B1%EC%9D%80.jpg,https://en.wikipedia.org/wiki/Choi_Sung-eun
185, Choi Jin Ho,2009,None,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,https://en.wikipedia.org/wiki/Choi_Jin-ho
186,Lee Je Hoon,1995,None,//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/181103_%EC%9D%B4%EC%A0%9C%ED%9B%88_%EA%B0%80%EC%82%B0_%EB%A7%88%EB%A6%AC%EC%98%A4_%EC%95%84%EC%9A%B8%EB%A0%9B_%ED%8C%AC%EC%8B%B8%EC%9D%B8%ED%9A%8C_03.jpg/220px-181103_%EC%9D%B4%EC%A0%9C%ED%9B%88_%EA%B0%80%EC%82%B0_%EB%A7%88%EB%A6%AC%EC%98%A4_%EC%95%84%EC%9A%B8%EB%A0%9B_%ED%8C%AC%EC%8B%B8%EC%9D%B8%ED%9A%8C_03.jpg,https://en.wikipedia.org/wiki/Lee_Je-hoon
187, Esom,1995,None,//upload.wikimedia.org/wikipedia/commons/thumb/5/58/Esom.2019.jpg/220px-Esom.2019.jpg,https://en.wikipedia.org/wiki/Esom
188, Kim Eui Sung,None,"Dobong-gu, Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Translation_to_english_arrow.svg/50px-Translation_to_english_arrow.svg.png,https://en.wikipedia.org/wiki/Kim_Eui-sung
189, Pyo Ye Jin,None,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/1d/190417_%ED%91%9C%EC%98%88%EC%A7%84.jpg/250px-190417_%ED%91%9C%EC%98%88%EC%A7%84.jpg,https://en.wikipedia.org/wiki/Pyo_Ye-jin
